ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030888	regulation of B cell proliferation	12/179	12/2086	1.12864240896587e-13	3.05921495061801e-13	6.87815318483354e-14	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050767	regulation of neurogenesis	16/179	22/2086	2.15678083404973e-13	5.69611348479801e-13	1.28067957757339e-13	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0008016	regulation of heart contraction	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0014823	response to activity	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0048741	skeletal muscle fiber development	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030100	regulation of endocytosis	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050849	negative regulation of calcium-mediated signaling	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050859	negative regulation of B cell receptor signaling pathway	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0060048	cardiac muscle contraction	21/179	42/2086	1.42970171174868e-12	3.20128861543726e-12	7.19758298820846e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0045893	positive regulation of transcription, DNA-templated	31/179	91/2086	1.68684267671579e-12	3.6966977808878e-12	8.31143088191432e-13	btp017382-T1/btp017363-T1/btp017384-T1/btp017383-T1/btp017362-T1/btp_model_121_61e8b608/btp023657-T1/btp_model_68_61e8b608/btp_model_93_61e8b608/btp029362-T1/btp029363-T1/btp012035-T1/btp012049-T1/btp012027-T1/btp012034-T1/btp010545-T1/btp010552-T1/btp022121-T1/btp022115-T1/btp022155-T1/btp022120-T1/btp022098-T1/btp022119-T1/btp005794-T1/btp005790-T1/btp_model_82_61e8b608/btp027840-T1/btp005783-T1/btp027880-T1/btp027865-T1/btp000658-T1	31
GO:0001501	skeletal system development	21/179	43/2086	2.58909499707347e-12	5.44238336119525e-12	1.22363243685535e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0007517	muscle organ development	21/179	43/2086	2.58909499707347e-12	5.44238336119525e-12	1.22363243685535e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0060047	heart contraction	21/179	45/2086	7.97185943582615e-12	1.64220304378019e-11	3.69222963343527e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0045214	sarcomere organization	21/179	46/2086	1.35895886843928e-11	2.74456398920091e-11	6.17071106412058e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0007219	Notch signaling pathway	16/179	27/2086	2.56306367465568e-11	5.07683766326029e-11	1.14144536118269e-11	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0009952	anterior/posterior pattern specification	16/179	28/2086	5.53646161242076e-11	1.07595386052705e-10	2.41910934405674e-11	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0006936	muscle contraction	21/179	50/2086	9.70604261263351e-11	1.85133775759491e-10	4.16243542841983e-11	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0042113	B cell activation	12/179	18/2086	1.31824197818225e-09	2.46870770459585e-09	5.55049253971473e-10	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0006470	protein dephosphorylation	21/179	65/2086	2.77378005854361e-08	5.10177403624985e-08	1.14705190390901e-08	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0055072	iron ion homeostasis	8/179	11/2086	3.3405410103397e-07	6.03641621166647e-07	1.35719117686931e-07	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0032287	peripheral nervous system myelin maintenance	7/179	11/2086	7.51124428123086e-06	1.3338933809772e-05	2.99904490357675e-06	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1	7
GO:0006879	cellular iron ion homeostasis	8/179	17/2086	3.12503130342981e-05	5.45556312293678e-05	1.22659569447736e-05	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0034113	heterotypic cell-cell adhesion	7/179	13/2086	3.36282874476766e-05	5.67821902805031e-05	1.27665629654683e-05	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:1901215	negative regulation of neuron death	7/179	13/2086	3.36282874476766e-05	5.67821902805031e-05	1.27665629654683e-05	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:0032715	negative regulation of interleukin-6 production	7/179	14/2086	6.24130771199262e-05	0.000103686241021813	2.33121850023494e-05	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:0050829	defense response to Gram-negative bacterium	8/179	22/2086	0.000281939311902471	0.000455067419719567	0.000102314596155651	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0032088	negative regulation of NF-kappaB transcription factor activity	7/179	17/2086	0.000282760338466527	0.000455067419719567	0.000102314596155651	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	7/179	19/2086	0.000631318551102409	0.00100039708866997	0.000224923208489927	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1	7
GO:0006355	regulation of transcription, DNA-templated	16/179	88/2086	0.00254537573264289	0.00391304030540624	0.00087978422809338	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0006955	immune response	16/179	88/2086	0.00254537573264289	0.00391304030540624	0.00087978422809338	btp023310-T1/btp023327-T1/btp023326-T1/btp023311-T1/btp023319-T1/btp023226-T1/btp023324-T1/btp023322-T1/btp023320-T1/btp023325-T1.1.61e8db7f/btp023308-T1/btp023225-T1/btp023224-T1/btp023318-T1/btp023313-T1/btp023306-T1	16
GO:0042981	regulation of apoptotic process	7/179	25/2086	0.00386189193181881	0.00584963042613732	0.00131519539473706	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1	7
GO:0006082	organic acid metabolic process	5/179	14/2086	0.00464089865783649	0.00692771828633564	0.00155758612467434	btp009051-T1/btp009054-T1/btp009059-T1/btp009056-T1/btp009053-T1	5
GO:0042742	defense response to bacterium	8/179	33/2086	0.00537020364906288	0.00790187108362109	0.00177660872600576	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0021549	cerebellum development	4/179	10/2086	0.0072918840976933	0.0104314453064224	0.00234534283843937	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:1905515	non-motile cilium assembly	4/179	10/2086	0.0072918840976933	0.0104314453064224	0.00234534283843937	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:0042178	xenobiotic catabolic process	5/179	16/2086	0.00878730594075575	0.0123985275602444	0.00278760967118423	btp009051-T1/btp009054-T1/btp009059-T1/btp009056-T1/btp009053-T1	5
GO:0009617	response to bacterium	8/179	36/2086	0.0093628837002969	0.01303212190717	0.0029300631779023	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0051017	actin filament bundle assembly	4/179	11/2086	0.0107008274000142	0.0146958029626862	0.00330411512702194	btp024468-T1/btp029324-T1/btp013428-T1/btp029878-T1	4
GO:0050830	defense response to Gram-positive bacterium	8/179	38/2086	0.0130444954511807	0.0176787240983107	0.00397477700728498	btp010968-T1/btp010972-T1/btp010971-T1/btp010969-T1/btp010970-T1/btp010966-T1/btp010967-T1/btp010965-T1	8
GO:0098609	cell-cell adhesion	7/179	31/2086	0.013591141154602	0.0181803576483637	0.00408756124950435	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:0007163	establishment or maintenance of cell polarity	4/179	15/2086	0.0337364480027486	0.0445494121061937	0.0100162193800333	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:0006805	xenobiotic metabolic process	5/179	23/2086	0.0414286623653043	0.0534745846305951	0.0120229009900163	btp009051-T1/btp009054-T1/btp009059-T1/btp009056-T1/btp009053-T1	5
GO:0001822	kidney development	4/179	16/2086	0.0420528286900796	0.0534745846305951	0.0120229009900163	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:0001889	liver development	4/179	16/2086	0.0420528286900796	0.0534745846305951	0.0120229009900163	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:0006357	regulation of transcription by RNA polymerase II	16/179	122/2086	0.0528095212064712	0.0663339107837382	0.0149141138195426	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0007368	determination of left/right symmetry	4/179	19/2086	0.0732799920781135	0.0909378214945264	0.0204459077453202	btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	4
GO:0007155	cell adhesion	12/179	99/2086	0.135840219737806	0.166565983726119	0.0374496846394953	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0007166	cell surface receptor signaling pathway	7/179	51/2086	0.141685490847915	0.171689477145121	0.0386016197975745	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1	7
GO:0010951	negative regulation of endopeptidase activity	5/179	33/2086	0.147170016183947	0.176261763569146	0.039629624921014	btp003903-T1/btp003904-T1/btp003900-T1/btp003899-T1/btp003897-T1	5
GO:0008150	biological_process	18/179	166/2086	0.172208819557832	0.203503658887313	0.0457545272919866	btp027976-T1/btp027974-T1/btp027973-T1/btp027971-T1/btp023257-T1/btp027821-T1/btp027819-T1/btp027817-T1/btp027823-T1/btp022235-T1/btp029514-T1/btp007834-T1/btp007833-T1/btp007835-T1/btp007832-T1/btp007769-T1/btp016284-T1/btp009532-T1	18
GO:0071466	cellular response to xenobiotic stimulus	3/179	17/2086	0.173867203709549	0.203503658887313	0.0457545272919866	btp008044-T1/btp008042-T1/btp008045-T1	3
GO:0007010	cytoskeleton organization	4/179	26/2086	0.178532530353969	0.206616299173694	0.0464543544386436	btp024468-T1/btp029324-T1/btp013428-T1/btp029878-T1	4
GO:0071320	cellular response to cAMP	2/179	10/2086	0.209364351995501	0.239605869505962	0.0538715291684329	btp013428-T1/btp029878-T1	2
GO:0007264	small GTPase mediated signal transduction	2/179	11/2086	0.242267023651425	0.274214323473591	0.0616526838673378	btp022229-T1/btp029521-T1	2
GO:0042074	cell migration involved in gastrulation	2/179	13/2086	0.308405743188937	0.345280342918049	0.0776307362718148	btp022235-T1/btp029514-T1	2
GO:0031101	fin regeneration	2/179	14/2086	0.341136061777951	0.377817358743323	0.084946161393491	btp022235-T1/btp029514-T1	2
GO:0006468	protein phosphorylation	7/179	68/2086	0.365192141188952	0.400157346196404	0.0899689485571885	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1	7
GO:0008285	negative regulation of cell population proliferation	7/179	72/2086	0.423783636754924	0.459470679850075	0.103304598433333	btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	7
GO:0071277	cellular response to calcium ion	2/179	17/2086	0.435773172614031	0.467548299783804	0.105120721463911	btp013428-T1/btp029878-T1	2
GO:0065003	protein-containing complex assembly	2/179	22/2086	0.575445685122613	0.611040263583806	0.137382583534428	btp013428-T1/btp029878-T1	2
GO:0030036	actin cytoskeleton organization	2/179	24/2086	0.623864356702172	0.655694170819629	0.147422296965067	btp013428-T1/btp029878-T1	2
GO:0008360	regulation of cell shape	2/179	27/2086	0.68835919593689	0.716171688702017	0.161019694955998	btp013428-T1/btp029878-T1	2
GO:0007186	G protein-coupled receptor signaling pathway	9/179	132/2086	0.816422970883336	0.840915660009836	0.189066372204562	btp000744-T1/btp000742-T1/btp000736-T1/btp000739-T1/btp000743-T1/btp000735-T1/btp000738-T1/btp022229-T1/btp029521-T1	9
GO:0050790	regulation of catalytic activity	2/179	38/2086	0.851492815091109	0.868354058954299	0.195235455257993	btp022229-T1/btp029521-T1	2
GO:0006508	proteolysis	4/179	86/2086	0.947395850675296	0.956684045289759	0.215095033177054	btp008211-T1/btp008216-T1.1.61e8db7a/btp008220-T1/btp008212-T1	4
GO:0007399	nervous system development	2/179	59/2086	0.968820010853862	0.968820010853862	0.217823610002912	btp022229-T1/btp029521-T1	2
